Assembly Competition,System Assembly - SciApp Blast Integration,30018283,3309,10118,"<p><a href=""http://apps.topcoder.com/wiki/display/docs/SciApp+Blast+Integration"">http://apps.topcoder.com/wiki/display/docs/SciApp+Blast+Integration</a></p>","<p><a href=""http://apps.topcoder.com/wiki/display/docs/SciApp+Blast+Integration"">http://apps.topcoder.com/wiki/display/docs/SciApp+Blast+Integration</a></p>.1",30000412,30000471,Unnamed: 9,0,Unnamed: 11,2012-01-16T09:53:00.000-05:00,2012-01-18T09:53:00.000-05:00,Unnamed: 14,2012-01-21T09:58:00.000-05:00,Unnamed: 16,Unnamed: 17,http://apps.topcoder.com/forums/?module=Category&categoryID=10118,2012-01-25T04:41:00.000-05:00,Cancelled - Failed Review,720,develop,https://www.topcoder.com/direct/contest/detail.action?projectId=30018283,Java,"[1600, 800]",Post-Mortem,-200270132,2012-01-26T04:42:00.000-05:00,Unnamed: 29,3434,2012 TopCoder(R) Open,tco12
Assembly Competition,Release Assembly - InSPIRE Zero Robotics Enhancement 2 Part 2,30024038,3452,11156,"<p><a href=""http://apps.topcoder.com/wiki/display/docs/InSPIRE+Zero+Robotics+Enhancement+2+Part+2+Assembly"">http://apps.topcoder.com/wiki/display/docs/InSPIRE+Zero+Robotics+Enhancement+2+Part+2+Assembly</a></p>","<p><a href=""http://apps.topcoder.com/wiki/display/docs/InSPIRE+Zero+Robotics+Enhancement+2+Part+2+Assembly"">http://apps.topcoder.com/wiki/display/docs/InSPIRE+Zero+Robotics+Enhancement+2+Part+2+Assembly</a></p>",30000412,30000471,0.0,0,0.0,2012-07-01T19:34:00.000-04:00,2012-07-03T19:34:00.000-04:00,0.0,2012-07-07T19:39:00.000-04:00,0.0,0.0,http://apps.topcoder.com/forums/?module=Category&categoryID=11156,2012-07-10T22:42:00.000-04:00,Completed,675.0,develop,https://www.topcoder.com/direct/contest/detail.action?projectId=30024038,Java,"[1500, 750]",Stalled,0,0,0.0,3436.0,2013 TopCoder(R) Open,tco13
Architecture,Handshake iOS Module Architecture,30024071,3954,11176,"<p><a href=""http://apps.topcoder.com/wiki/display/docs/MITRE+Handshake+iOS+Architecture"">http://apps.topcoder.com/wiki/display/docs/MITRE+Handshake+iOS+Architecture</a></p>","<p><a href=""http://apps.topcoder.com/wiki/display/docs/MITRE+Handshake+iOS+Architecture"">http://apps.topcoder.com/wiki/display/docs/MITRE+Handshake+iOS+Architecture</a></p>",30000401,30000660,0.0,0,0.0,2012-01-04T12:56:00.000-05:00,2012-01-06T12:56:00.000-05:00,0.0,2012-01-10T13:01:00.000-05:00,0.0,0.0,http://apps.topcoder.com/forums/?module=Category&categoryID=11176,2012-01-13T13:23:00.000-05:00,Completed,810.0,develop,https://www.topcoder.com/direct/contest/detail.action?projectId=30024071,iOS 4.0,"[1800, 900]",Stalled,0,0,0.0,3434.0,2012 TopCoder(R) Open,tco12
Assembly Competition,Prototype Assembly - MITRE Handshake iPhone Prototype Conversion,30024072,3954,11177,"<p><a href=""http://apps.topcoder.com/wiki/display/docs/MITRE+Handshake+iPhone+Prototype+Prototype+Conversion"">http://apps.topcoder.com/wiki/display/docs/MITRE+Handshake+iPhone+Prototype+Prototype+Conversion</a></p>","<p><a href=""http://apps.topcoder.com/wiki/display/docs/MITRE+Handshake+iPhone+Prototype+Prototype+Conversion"">http://apps.topcoder.com/wiki/display/docs/MITRE+Handshake+iPhone+Prototype+Prototype+Conversion</a></p>",30000412,30000390,0.0,0,0.0,2012-01-04T05:00:00.000-05:00,2012-01-07T05:00:00.000-05:00,0.0,2012-01-10T05:05:00.000-05:00,0.0,0.0,http://apps.topcoder.com/forums/?module=Category&categoryID=11177,2012-01-14T05:05:00.000-05:00,Cancelled - Zero Submissions,810.0,develop,https://www.topcoder.com/direct/contest/detail.action?projectId=30024072,iOS 4.0,"[1800, 900]",Stalled,0,0,0.0,3434.0,2012 TopCoder(R) Open,tco12
Assembly Competition,Module Assembly - Handshake PHP API Implementation,30024073,3954,11178,"<p><a href=""http://apps.topcoder.com/wiki/display/docs/Handshake+PHP+API+Implementation+Assembly"">http://apps.topcoder.com/wiki/display/docs/Handshake+PHP+API+Implementation+Assembly</a></p>","<p><a href=""http://apps.topcoder.com/wiki/display/docs/Handshake+PHP+API+Implementation+Assembly"">http://apps.topcoder.com/wiki/display/docs/Handshake+PHP+API+Implementation+Assembly</a></p>",30000412,30000471,0.0,0,0.0,2012-02-24T01:32:00.000-05:00,2012-02-27T01:32:00.000-05:00,0.0,2012-03-02T01:37:00.000-05:00,0.0,0.0,http://apps.topcoder.com/forums/?module=Category&categoryID=11178,2012-03-05T02:43:00.000-05:00,Completed,810.0,develop,https://www.topcoder.com/direct/contest/detail.action?projectId=30024073,PHP,"[1800, 900]",Stalled,0,0,0.0,3434.0,2012 TopCoder(R) Open,tco12
Assembly Competition,Module Assembly - Handshake PHP API Security,30024074,3954,11179,"<p><a href=""http://apps.topcoder.com/wiki/display/docs/Handshake+PHP+API+Security+Assembly"">http://apps.topcoder.com/wiki/display/docs/Handshake+PHP+API+Security+Assembly</a></p>","<p><a href=""http://apps.topcoder.com/wiki/display/docs/Handshake+PHP+API+Security+Assembly"">http://apps.topcoder.com/wiki/display/docs/Handshake+PHP+API+Security+Assembly</a></p>",30000412,30000471,0.0,0,0.0,2012-03-10T02:00:00.000-05:00,2012-03-12T03:00:00.000-04:00,0.0,2012-03-15T03:05:00.000-04:00,0.0,0.0,http://apps.topcoder.com/forums/?module=Category&categoryID=11179,2012-03-18T15:44:00.000-04:00,Completed,675.0,develop,https://www.topcoder.com/direct/contest/detail.action?projectId=30024074,PHP,"[1500, 750]",Stalled,0,0,0.0,3434.0,2012 TopCoder(R) Open,tco12
Assembly Competition,Module Assembly - MITRE Handshake iOS Part 1,30024075,3954,11180,"<p><a href=""http://apps.topcoder.com/wiki/display/docs/MITRE+Handshake+iOS+Assembly+1"">http://apps.topcoder.com/wiki/display/docs/MITRE+Handshake+iOS+Assembly+1</a></p>","<p><a href=""http://apps.topcoder.com/wiki/display/docs/MITRE+Handshake+iOS+Assembly+1"">http://apps.topcoder.com/wiki/display/docs/MITRE+Handshake+iOS+Assembly+1</a></p>",30000412,30000471,0.0,0,0.0,2012-03-13T16:22:00.000-04:00,2012-03-15T16:22:00.000-04:00,0.0,2012-03-18T16:27:00.000-04:00,0.0,0.0,http://apps.topcoder.com/forums/?module=Category&categoryID=11180,2012-03-22T16:27:00.000-04:00,Cancelled - Zero Submissions,810.0,develop,https://www.topcoder.com/direct/contest/detail.action?projectId=30024075,Objective CiOS 4.0,"[1800, 900]",Stalled,0,0,0.0,3434.0,2012 TopCoder(R) Open,tco12
Assembly Competition,Module Assembly - MITRE Handshake iOS Part 2,30024076,3954,11181,"<p><a href=""http://apps.topcoder.com/wiki/display/docs/MITRE+Handshake+iOS+Assembly+2"">http://apps.topcoder.com/wiki/display/docs/MITRE+Handshake+iOS+Assembly+2</a></p>","<p><a href=""http://apps.topcoder.com/wiki/display/docs/MITRE+Handshake+iOS+Assembly+2"">http://apps.topcoder.com/wiki/display/docs/MITRE+Handshake+iOS+Assembly+2</a></p>",30000412,30000471,0.0,0,0.0,2012-04-04T13:52:00.000-04:00,2012-04-06T13:52:00.000-04:00,0.0,2012-04-13T13:58:00.000-04:00,0.0,0.0,http://apps.topcoder.com/forums/?module=Category&categoryID=11181,2012-04-17T17:54:00.000-04:00,Completed,1350.0,develop,https://www.topcoder.com/direct/contest/detail.action?projectId=30024076,Objective CiOS 4.0iOS 5.0,"[3000, 1500]",Stalled,0,0,0.0,3434.0,2012 TopCoder(R) Open,tco12
Assembly Competition,Module Assembly - TC Refactoring Stage 1 Contests Related Pages Revamp,30024238,3312,11252,"<p>Topcoder is going to start taking some steps to refactor and improve  the TopCoder community sites.  The first one we'll start with is  www.topcoder.com/tc.  The first improvements involve updating some of  the ""services"" that provide contest data to the front end.  The current  structure forces the contest types to be split into separate pages (i.e.   there is a separate active/past/stats/etc. page for each contest type.</p>
<p>Some other contests related pages need to have new look as refactored new site, this contest is to implement these pages with new appearance.</p>","<p><a href=""http://apps.topcoder.com/wiki/display/~winterflame/Module+Assembly+-+TC+Refactoring+Stage+1+Contests+Related+Pages+Revamp"">http://apps.topcoder.com/wiki/display/~winterflame/Module+Assembly+-+TC+Refactoring+Stage+1+Contests+Related+Pages+Revamp</a></p>",30000412,30000471,0.0,0,0.0,2012-01-04T08:00:00.000-05:00,2012-01-06T08:00:00.000-05:00,0.0,2012-01-11T08:05:00.000-05:00,0.0,0.0,http://apps.topcoder.com/forums/?module=Category&categoryID=11252,2012-01-15T08:05:00.000-05:00,Cancelled - Zero Submissions,675.0,develop,https://www.topcoder.com/direct/contest/detail.action?projectId=30024238,HibernateJ2EEStruts,"[1500, 750]",Stalled,0,0,0.0,3434.0,2012 TopCoder(R) Open,tco12
Design,Windows File Properties Reporting Tool,30024317,3365,11287,"<p><span>The Windows File Properties Reporting Tool is a standalone application that creates a report which shows the properties of files in a PC running on Microsoft Windows OS.</span></p>
<p><span>Properties of files are usually being checked after the installation, upgrade, or configuration change of a software product. These file properties are those that can be seen by manually right-clicking on a file in Windows Explorer to display a pop-up menu, and clicking the 'Properties' menu item. Some of these properties may also be seen by customizing the view of Windows Explorer to display additional details (i.e. via the View &mdash; Choose Details... menu).</span></p>
<p><span>Replacing the manual process described above with the Windows File Properties Reporting Tool will save time. The tool will also help eliminate human errors in retrieving/recording file properties.</span></p>",<p>N/A</p>,30000030,30000661,0.0,0,0.0,2012-04-04T00:49:00.000-04:00,2012-04-06T00:49:00.000-04:00,0.0,2012-04-08T00:55:00.000-04:00,0.0,0.0,http://apps.topcoder.com/forums/?module=Category&categoryID=11287,2012-04-12T13:39:00.000-04:00,Completed,360.0,develop,https://www.topcoder.com/direct/contest/detail.action?projectId=30024317,.NETC#,"[800, 400]",Stalled,0,0,0.0,3434.0,2012 TopCoder(R) Open,tco12
Development,Windows File Properties Reporting Tool,30024318,3365,11287,"<p><span style=""font-size: 10.0pt; font-family: 'Arial','sans-serif';"">The Windows File Properties Reporting Tool is a standalone application that creates a report which shows the properties of files in a PC running on Microsoft Windows OS.</span></p>
<p><span style=""font-size: 10.0pt; font-family: 'Arial','sans-serif';"">Properties of files are usually being checked after the installation, upgrade, or configuration change of a software product. These file properties are those that can be seen by manually right-clicking on a file in Windows Explorer to display a pop-up menu, and clicking the 'Properties' menu item. Some of these properties may also be seen by customizing the view of Windows Explorer to display additional details (i.e. via the View &mdash; Choose Details... menu).</span></p>
<p><span style=""font-size: 10.0pt; font-family: 'Arial','sans-serif';"">Replacing the manual process described above with the Windows File Properties Reporting Tool will save time. The tool will also help eliminate human errors in retrieving/recording file properties.</span></p>",<p>N/A</p>,30000073,30000662,0.0,0,0.0,2012-11-01T14:01:00.000-04:00,2012-11-03T14:01:00.000-04:00,0.0,2012-11-05T13:06:00.000-05:00,0.0,0.0,http://apps.topcoder.com/forums/?module=Category&categoryID=11287,2012-11-11T11:57:00.000-05:00,Completed,270.0,develop,https://www.topcoder.com/direct/contest/detail.action?projectId=30024318,.NETC#,"[600, 300]",Stalled,0,0,0.0,3436.0,2013 TopCoder(R) Open,tco13
Assembly Competition,Module Assembly - Aegle GearSync OS X Integration Assembly,30024331,4071,11293,"<p>Aegle has a system currently implemented for interfacing with a pedometer that a user wears. When the user plugs the pedometer into a USB port on their computer, a small application reads information from the device through a custom driver and uploads the data to a set of web services.</p>
<p>Right now, this application is Windows only. This assembly will take the front end code that has completed and will integrate it with the driver code provided to build the final application.</p>
<p>In scope are:</p>
<p>1) The application<br />2) The installer for the application</p>
<table>
<tr>
<td>&nbsp;</td>
<td>Competitors&nbsp;<strong>must</strong>&nbsp;have a device to be able to participate in this assembly. A number have already been sent out based on a pre-registration contest run a couple of weeks ago. If you do not currently have a device, you will not be able to participate. If you believe a device should be coming to you, but have not received it, please let the copilot know.</td>
</tr>
</table>
<table>
<tr>
<td>&nbsp;</td>
<td>For the initialization testing, it is hard or impossible to reset the pedometers after they have been registered. Extra pedometers are being sent out to reviewers and competitors, but the actual initialization can be a final fix issue. You can initialize the device to your account in Windows first and then do the remaining work in OS X</td>
</tr>
</table>
<p>&nbsp;</p>
<table>
<tr>
<td>&nbsp;</td>
<td><strong>Tips for success</strong><br />
<ul style=""margin-top: 2px; margin-right: 0px; margin-bottom: 2px; margin-left: 10px; padding-top: 0px; padding-right: 3em; padding-bottom: 0px; padding-left: 10px;"">
<li>Asking questions early and getting architect's feedback is very important for the success of this assembly competition. The requirements of this assembly are unique and require a lot of precise programming, so please ask questions right away so we can get you the information you need.</li>
</ul>
</td>
</tr>
</table>","<p>Please see the wiki -&nbsp;<a href=""http://apps.topcoder.com/wiki/display/docs/Aegle+GearSync+OS+X+Integration+Assembly"">http://apps.topcoder.com/wiki/display/docs/Aegle+GearSync+OS+X+Integration+Assembly</a></p>",30000412,30000471,0.0,0,0.0,2011-12-24T13:38:00.000-05:00,2011-12-27T13:38:00.000-05:00,0.0,2012-01-03T13:43:00.000-05:00,0.0,0.0,http://apps.topcoder.com/forums/?module=Category&categoryID=11293,2012-01-07T20:01:00.000-05:00,Cancelled - Failed Review,990.0,develop,https://www.topcoder.com/direct/contest/detail.action?projectId=30024331,Objective C,"[2200, 1100]",Post-Mortem,-201770254,2012-01-08T20:02:00.000-05:00,0.0,3434.0,2012 TopCoder(R) Open,tco12
Development,DST Capacity Tool Back End xSeries Report Services,30024358,3177,11313,0,0,30000073,30000662,0.0,0,0.0,2012-01-25T09:00:00.000-05:00,2012-01-27T09:00:00.000-05:00,0.0,2012-01-29T09:05:00.000-05:00,0.0,0.0,http://apps.topcoder.com/forums/?module=Category&categoryID=11313,2012-02-03T07:19:00.000-05:00,Completed,225.0,develop,https://www.topcoder.com/direct/contest/detail.action?projectId=30024358,Java,"[500, 250]",Stalled,0,0,0.0,3434.0,2012 TopCoder(R) Open,tco12
Development,DST Capacity Tool Backend zSeries Report Services,30024360,3177,11314,0,0,30000073,30000662,0.0,0,0.0,2012-01-30T14:25:00.000-05:00,2012-02-01T14:25:00.000-05:00,0.0,2012-02-04T14:29:00.000-05:00,0.0,0.0,http://apps.topcoder.com/forums/?module=Category&categoryID=11314,2012-02-08T10:53:00.000-05:00,Completed,225.0,develop,https://www.topcoder.com/direct/contest/detail.action?projectId=30024360,Java,"[500, 250]",Stalled,0,0,0.0,3434.0,2012 TopCoder(R) Open,tco12
Assembly Competition,Module Assembly - Topcoder Security Groups Backend Miscellaneous Services,30024375,3537,11328,"<p><a href=""http://community.topcoder.com/wiki/display/docs/Module+Assembly+-+Topcoder+Security+Groups+Backend+Miscellaneous+Services"">http://community.topcoder.com/wiki/display/docs/Module+Assembly+-+Topcoder+Security+Groups+Backend+Miscellaneous+Services</a></p>","<p><a href=""http://community.topcoder.com/wiki/display/docs/Module+Assembly+-+Topcoder+Security+Groups+Backend+Miscellaneous+Services"">http://community.topcoder.com/wiki/display/docs/Module+Assembly+-+Topcoder+Security+Groups+Backend+Miscellaneous+Services</a></p>",30000412,30000471,0.0,0,0.0,2012-01-24T07:12:00.000-05:00,2012-01-26T07:12:00.000-05:00,0.0,2012-01-30T07:17:00.000-05:00,0.0,0.0,http://apps.topcoder.com/forums/?module=Category&categoryID=11328,2012-02-02T14:13:00.000-05:00,Completed,450.0,develop,https://www.topcoder.com/direct/contest/detail.action?projectId=30024375,HibernateJava,"[1000, 500]",Stalled,0,0,0.0,3434.0,2012 TopCoder(R) Open,tco12
Test Suites,TopCoder Security Groups 1 Test Suites,30024377,3537,11330,"<p><a href=""http://apps.topcoder.com/wiki/display/docs/TopCoder+Security+Groups+1+Test+Suites"">http://apps.topcoder.com/wiki/display/docs/TopCoder+Security+Groups+1+Test+Suites</a></p>","<p><a href=""http://apps.topcoder.com/wiki/display/docs/TopCoder+Security+Groups+1+Test+Suites"">http://apps.topcoder.com/wiki/display/docs/TopCoder+Security+Groups+1+Test+Suites</a></p>",30000120,30000124,0.0,0,0.0,2012-08-14T22:27:00.000-04:00,2012-08-17T22:28:00.000-04:00,0.0,2012-08-25T22:33:00.000-04:00,0.0,0.0,http://apps.topcoder.com/forums/?module=Category&categoryID=11330,2012-08-29T07:02:00.000-04:00,Completed,225.0,develop,https://www.topcoder.com/direct/contest/detail.action?projectId=30024377,Java,"[500, 250]",Stalled,0,0,0.0,3436.0,2013 TopCoder(R) Open,tco13
Development,TopCoder Security Groups Frontend Part 2,30024381,3537,11332,"<p>See attached files.</p>
<p><strong><span style=""color: #ff0000;"">Please note that HTML pages conversion to JSP is out of scope.</span></strong></p>","<p>See attached files.</p>
<p><strong><span style=""color: #ff0000;"">Please note that HTML pages conversion to JSP is out of scope.</span></strong></p>",30000073,30000662,0.0,0,0.0,2012-01-14T00:40:00.000-05:00,2012-01-17T00:40:00.000-05:00,0.0,2012-01-19T00:45:00.000-05:00,0.0,0.0,http://apps.topcoder.com/forums/?module=Category&categoryID=11332,2012-01-24T22:02:00.000-05:00,Completed,202.5,develop,https://www.topcoder.com/direct/contest/detail.action?projectId=30024381,JavaStruts,"[450, 225]",Stalled,0,0,0.0,3434.0,2012 TopCoder(R) Open,tco12
Development,TopCoder Security Groups Frontend Part 3,30024383,3537,11333,"<p>See attached files.</p>
<p><strong><span style=""color: #ff0000;"">Please note that HTML pages conversion to JSP is out of scope.</span></strong></p>","<p>See attached files.</p>
<p><strong><span style=""color: #ff0000;"">Please note that HTML pages conversion to JSP is out of scope.</span></strong></p>",30000073,30000662,0.0,0,0.0,2012-01-14T00:40:00.000-05:00,2012-01-17T00:40:00.000-05:00,0.0,2012-01-19T00:45:00.000-05:00,0.0,0.0,http://apps.topcoder.com/forums/?module=Category&categoryID=11333,2012-01-23T20:45:00.000-05:00,Completed,202.5,develop,https://www.topcoder.com/direct/contest/detail.action?projectId=30024383,JavaStruts,"[450, 225]",Stalled,0,0,0.0,3434.0,2012 TopCoder(R) Open,tco12
Assembly Competition,Release Assembly - TopCoder Security Groups Frontend Assembly 1,30024384,3537,11334,"<p><a href=""http://community.topcoder.com/wiki/display/docs/Release+Assembly+-+TopCoder+Security+Groups+Frontend+Assembly+1"">http://community.topcoder.com/wiki/display/docs/Release+Assembly+-+TopCoder+Security+Groups+Frontend+Assembly+1</a></p>","<p><a href=""http://community.topcoder.com/wiki/display/docs/Release+Assembly+-+TopCoder+Security+Groups+Frontend+Assembly+1"">http://community.topcoder.com/wiki/display/docs/Release+Assembly+-+TopCoder+Security+Groups+Frontend+Assembly+1</a></p>",30000412,30000471,0.0,0,0.0,2012-01-29T11:26:00.000-05:00,2012-02-01T11:26:00.000-05:00,0.0,2012-02-04T11:31:00.000-05:00,0.0,0.0,http://apps.topcoder.com/forums/?module=Category&categoryID=11334,2012-02-08T11:43:00.000-05:00,Cancelled - Failed Screening,720.0,develop,https://www.topcoder.com/direct/contest/detail.action?projectId=30024384,JSPJava,"[1600, 800]",Stalled,0,0,0.0,3434.0,2012 TopCoder(R) Open,tco12
Assembly Competition,Release Assembly - TopCoder Studio Member Profiles,30024418,4002,11360,"<p>TopCoder Studio is going to replace current member profiles with the new one. The goal of this assembly is to integrate the new UI and implement the outlined requirements.</p>
<p>Full Specification :&nbsp;<a href=""http://apps.topcoder.com/wiki/display/docs/Release+Assembly+-+TopCoder+Studio+Member+Profiles"">http://apps.topcoder.com/wiki/display/docs/Release+Assembly+-+TopCoder+Studio+Member+Profiles</a></p>","<p>Full Specification :&nbsp;<a href=""http://apps.topcoder.com/wiki/display/docs/Release+Assembly+-+TopCoder+Studio+Member+Profiles"">http://apps.topcoder.com/wiki/display/docs/Release+Assembly+-+TopCoder+Studio+Member+Profiles</a></p>",30000412,30000471,0.0,0,0.0,2012-01-24T20:02:00.000-05:00,2012-01-26T20:02:00.000-05:00,0.0,2012-01-30T20:07:00.000-05:00,0.0,0.0,http://apps.topcoder.com/forums/?module=Category&categoryID=11360,2012-02-03T03:07:00.000-05:00,Completed,450.0,develop,https://www.topcoder.com/direct/contest/detail.action?projectId=30024418,CSSHTMLJ2EEJavaScriptSQL,"[1000, 500]",Stalled,0,0,0.0,3434.0,2012 TopCoder(R) Open,tco12
